Year,Month,households,subsidies,urban_popln,const_price,new_const_units,income,interest_rate,gdp,unemployment_rate,home_prices
1956,3,49673,0.159,72.612,32.6,1301,2376.6,2.61,18881,3.9,68.107
1956,4,49673,0.159,70.757,32.8,1344,2353.8,3.08,18845,4.2,67.73899999999999
1956,5,48902,0.146,71.879,32.7,1314,2370.8,3.0,18632,4.3,67.33
1956,6,50474,0.21,71.879,32.7,1334,2399.7,2.62,18736,4.1,68.107
1956,7,51435,0.21,71.879,32.7,1333,2325.4,2.96,18808,4.0,68.107
1956,8,49673,0.159,71.879,32.9,1344,2325.4,3.28,18845,4.4,70.426
1956,9,48902,0.146,71.508,32.8,1323,2399.7,2.88,18862,4.0,69.263
1956,10,49673,0.21,71.879,32.8,1331,2325.4,2.98,18845,4.4,69.977
1956,11,48902,0.21,70.757,32.7,1374,2370.8,2.96,18845,4.1,70.426
1956,12,47874,0.195,71.879,32.6,1323,2370.8,2.84,18658,4.4,68.858
1957,1,50474,0.146,71.508,32.6,1313,2325.4,2.84,18582,4.1,68.107
1957,2,49673,0.146,72.247,32.6,1258,2353.8,2.93,18881,4.3,68.107
1957,3,51435,0.195,71.134,32.6,1294,2376.6,2.78,18787,4.2,68.506
1957,4,50474,0.146,71.879,32.7,1322,2370.8,2.94,18881,4.8,68.107
1957,5,47874,0.159,71.508,32.7,1344,2325.4,2.78,18881,4.1,67.33
1957,6,49673,0.159,71.134,32.7,1374,2376.6,2.94,18736,4.2,68.506
1957,7,52799,0.234,71.508,32.9,1374,2325.4,3.62,18881,4.4,69.977
1957,8,48902,0.159,71.879,32.8,1322,2370.8,2.99,18736,4.0,69.977
1957,9,47874,0.176,70.757,32.7,1346,2399.7,2.98,18845,5.0,69.64
1957,10,49673,0.195,71.879,32.6,1344,2399.7,2.88,18736,4.3,69.977
1957,11,49673,0.195,70.377,32.5,1374,2353.8,2.99,18881,4.5,68.858
1957,12,51435,0.176,71.134,32.5,1331,2370.8,2.79,18845,4.4,69.263
1958,1,50474,0.159,71.879,32.6,1333,2357.8,2.98,18763,5.3,67.73899999999999
1958,2,51435,0.159,70.757,32.5,1367,2374.5,2.6,18763,5.9,67.33
1958,3,49673,0.21,70.757,32.4,1332,2376.6,2.01,18632,6.6,66.938
1958,4,52799,0.278,71.134,32.3,1342,2325.4,1.88,18658,5.9,66.071
1958,5,52799,0.254,70.377,32.3,1367,2399.7,1.96,18621,7.0,66.071
1958,6,50474,0.195,71.134,32.4,1423,2353.8,2.15,18845,6.5,67.33
1958,7,49673,0.159,71.508,32.4,1414,2370.8,1.98,18862,6.8,67.33
1958,8,49673,0.195,71.508,32.7,1365,2374.5,2.78,18862,5.4,69.263
1958,9,52799,0.146,70.757,33.0,1242,2338.7,3.48,18862,5.2,67.33
1958,10,48902,0.21,71.134,33.0,1342,2399.7,3.47,18763,5.0,68.858
1958,11,50474,0.176,70.377,33.0,1386,2366.6,3.47,18763,5.3,68.858
1958,12,52799,0.21,71.134,33.0,1386,2353.8,3.38,18764,5.2,69.64
1959,1,50474,0.254,71.134,33.1,1333,2357.8,3.5,19392,5.7,66.507
1959,2,50474,0.327,71.508,33.3,1306,2399.7,3.65,19326,5.1,66.071
1959,3,53557,0.21,71.879,33.4,1378,2399.7,3.84,19392,5.1,67.73899999999999
1959,4,50474,0.278,70.757,33.7,1263,2366.6,3.85,19380,5.3,66.071
1959,5,51435,0.234,71.134,34.0,1331,2399.7,3.99,19380,4.9,67.33
1959,6,54764,0.21,71.134,34.0,1423,2435.6,3.85,19380,5.2,67.33
1959,7,53557,0.159,71.134,33.8,1430,2428.8,4.16,19380,5.0,67.33
1959,8,53557,0.195,71.879,33.8,1361,2370.8,3.82,19395,5.0,68.858
1959,9,53557,0.176,71.508,33.7,1328,2338.7,3.85,19326,5.2,69.263
1959,10,50474,0.254,69.996,33.7,1414,2376.6,3.77,19395,5.2,67.33
1959,11,53557,0.195,70.757,33.7,1374,2404.9,4.16,19326,5.1,69.64
1959,12,54764,0.234,71.879,33.7,1337,2359.5,3.99,19326,4.9,70.426
1960,1,50474,0.234,70.757,33.8,1306,2405.3,3.99,19614,5.3,67.33
1960,2,55270,0.234,71.879,33.7,1367,2414.6,3.77,19395,5.1,67.73899999999999
1960,3,54764,0.234,71.879,33.7,1332,2414.6,3.97,19326,5.1,66.071
1960,4,54764,0.159,70.757,33.6,1332,2422.6,3.73,19296,5.4,67.33
1960,5,53557,0.159,71.879,33.5,1279,2417.3,3.84,19296,5.2,66.071
1960,6,54764,0.146,70.757,33.2,1338,2417.3,3.25,19296,5.5,68.506
1960,7,51435,0.21,71.879,33.0,1350,2422.6,3.5,19065,5.4,67.33
1960,8,51435,0.176,70.757,32.9,1304,2422.6,3.28,19390,5.9,68.506
1960,9,51435,0.21,71.879,32.8,1242,2425.5,2.9,19392,5.3,69.263
1960,10,48902,0.21,71.508,32.6,1386,2408.1,2.9,19326,5.4,68.858
1960,11,53557,0.159,70.757,32.6,1370,2424.9,2.63,19395,5.6,69.263
1960,12,53557,0.254,69.996,32.5,1414,2424.9,2.45,19390,6.0,67.33
1961,1,54764,0.195,71.134,32.5,1337,2509.1,2.61,19296,5.6,66.938
1961,2,52799,0.159,71.134,32.5,1332,2448.1,2.28,19390,6.8,66.071
1961,3,56149,0.21,70.757,32.5,1242,2509.1,2.47,19380,6.6,67.73899999999999
1961,4,51435,0.176,70.377,32.7,1312,2448.1,2.78,19395,5.5,68.506
1961,5,51435,0.21,70.377,32.7,1367,2437.9,2.54,19296,5.9,68.107
1961,6,56149,0.146,70.377,32.6,1346,2546.6,3.0,19380,5.3,67.73899999999999
1961,7,55270,0.195,71.134,32.6,1370,2517.6,2.78,19380,5.3,69.263
1961,8,56149,0.195,71.508,32.5,1414,2463.4,2.42,19296,6.9,67.73899999999999
1961,9,56149,0.176,70.377,32.5,1386,2585.8,2.5,19970,6.2,69.263
1961,10,55270,0.195,70.757,32.4,1386,2509.1,2.39,19326,6.1,67.33
1961,11,51435,0.159,71.508,32.4,1386,2483.5,2.0,19296,6.8,68.107
1961,12,52799,0.159,71.134,32.4,1369,2517.6,2.09,19614,6.5,68.107
1962,1,52799,0.327,70.377,32.4,1361,2608.1,2.27,20254,6.6,65.563
1962,2,54764,0.278,70.377,32.5,1331,2621.6,3.08,20254,5.8,66.071
1962,3,56149,0.195,71.508,32.6,1347,2590.9,2.9,20366,5.4,67.33
1962,4,56149,0.176,70.757,32.6,1282,2621.1,2.93,20366,5.4,67.73899999999999
1962,5,55270,0.176,71.134,32.6,1397,2621.1,2.93,20254,5.4,67.73899999999999
1962,6,55270,0.195,70.377,32.5,1374,2649.3,2.9,20366,5.4,67.73899999999999
1962,7,56149,0.176,71.134,32.5,1338,2669.0,2.93,20254,5.3,67.73899999999999
1962,8,56149,0.146,71.134,32.4,1370,2633.0,2.4,20536,5.9,67.33
1962,9,55270,0.159,69.996,32.4,1367,2633.0,2.18,20842,6.1,67.73899999999999
1962,10,55270,0.21,71.508,32.4,1386,2635.5,2.61,20254,5.7,68.506
1962,11,53557,0.146,70.757,32.3,1386,2633.0,2.35,20254,6.7,67.73899999999999
1962,12,53557,0.234,69.996,32.3,1423,2621.6,2.09,20366,6.6,67.73899999999999
1963,1,57436,0.234,71.134,32.3,1332,2672.3,2.13,20842,6.3,66.071
1963,2,56149,0.254,71.134,32.2,1347,2705.0,2.0,20521,6.8,65.132
1963,3,52799,0.254,71.508,32.3,1336,2718.6,2.27,21276,6.1,66.507
1963,4,53557,0.234,71.134,32.3,1367,2683.6,2.19,21276,6.8,66.507
1963,5,56149,0.159,71.879,32.4,1351,2721.6,2.4,20521,5.4,68.506
1963,6,54764,0.327,69.996,32.4,1423,2718.6,2.48,21219,6.7,66.507
1963,7,57436,0.21,70.757,32.8,1390,2768.9,2.98,20677,5.5,67.33
1963,8,54764,0.159,70.757,32.9,1423,2672.3,3.48,20521,5.3,68.506
1963,9,53557,0.234,71.879,32.7,1351,2688.2,2.95,21276,5.7,69.263
1963,10,52799,0.159,71.879,32.6,1345,2694.6,3.24,20842,5.5,67.33
1963,11,53557,0.21,71.879,32.6,1242,2672.3,2.78,21276,5.4,69.263
1963,12,55270,0.195,70.377,32.6,1345,2672.3,2.71,20842,5.2,69.263
1964,1,57436,0.21,71.508,32.6,1318,2922.5,3.23,21657,5.4,67.33
1964,2,57436,0.21,71.879,32.7,1331,2882.1,2.98,21276,5.7,67.73899999999999
1964,3,57436,0.159,72.612,32.8,1311,2961.1,3.0,22075,5.1,68.506
1964,4,58406,0.21,71.508,32.9,1263,2897.7,3.49,21657,5.2,67.33
1964,5,58406,0.234,71.134,32.9,1335,2949.4,3.32,21657,5.0,66.071
1964,6,56149,0.195,71.508,32.9,1390,2922.5,3.42,21824,5.2,68.506
1964,7,58406,0.159,72.247,32.9,1304,2960.2,3.48,21657,5.2,68.506
1964,8,57436,0.254,72.612,32.9,1353,3008.0,3.32,21824,5.0,68.107
1964,9,54764,0.234,71.879,32.9,1242,3008.0,3.48,22085,5.2,68.858
1964,10,56149,0.159,71.134,32.9,1386,2979.4,3.48,22075,5.3,68.506
1964,11,54764,0.254,71.879,32.9,1346,3008.0,3.5,21824,5.0,69.64
1964,12,58406,0.159,71.879,32.9,1413,2922.5,3.02,22085,5.2,68.107
1965,1,59236,0.234,72.612,33.0,1281,3013.8,3.73,23656,4.8,67.73899999999999
1965,2,57436,0.234,72.612,33.1,1313,3024.6,4.06,22547,4.9,68.506
1965,3,57436,0.234,72.612,33.0,1344,3113.1,3.85,23198,4.7,68.107
1965,4,54764,0.21,71.508,33.1,1289,3024.6,3.72,22075,4.8,69.263
1965,5,55270,0.234,72.612,33.2,1322,3061.4,4.09,22075,4.7,67.33
1965,6,57436,0.195,71.134,33.2,1294,3113.1,4.12,22547,4.8,68.858
1965,7,56149,0.195,72.612,33.3,1323,3027.8,4.05,22547,4.7,69.977
1965,8,58406,0.234,71.134,33.4,1289,3065.8,3.98,22770,4.3,69.263
1965,9,59236,0.159,71.879,33.4,1331,3194.5,3.88,23198,4.2,69.64
1965,10,57436,0.195,72.974,33.4,1344,3201.4,4.08,22547,4.3,69.977
1965,11,56149,0.254,72.247,33.4,1332,3097.8,3.9,22547,4.2,68.858
1965,12,58406,0.159,72.612,33.5,1331,3194.5,4.33,24172,4.0,68.858
1966,1,56149,0.21,72.247,33.6,1257,3260.4,4.53,24321,3.5,69.263
1966,2,58406,0.234,73.333,33.8,1302,3260.4,4.13,24446,3.9,68.506
1966,3,56149,0.278,72.612,34.1,1344,3230.5,4.49,24172,4.0,67.33
1966,4,56149,0.159,72.247,34.4,1310,3260.4,4.65,24321,3.8,69.263
1966,5,58406,0.234,72.612,34.7,1344,3260.4,4.9,24191,4.0,69.263
1966,6,57436,0.278,73.333,34.6,1322,3242.8,5.07,24172,3.8,68.858
1966,7,56149,0.21,71.879,34.5,1374,3277.2,5.24,24191,3.8,69.263
1966,8,59236,0.234,72.612,34.5,1314,3296.6,5.25,24556,3.5,69.977
1966,9,59236,0.159,72.612,34.4,1322,3277.2,4.79,24719,3.8,69.263
1966,10,56149,0.234,71.508,34.4,1338,3307.3,4.74,24556,3.8,69.263
1966,11,59236,0.234,72.974,34.3,1289,3277.2,4.94,24556,3.8,70.426
1966,12,59236,0.159,73.333,34.3,1322,3235.7,4.27,24321,3.8,70.426
1967,1,60813,0.159,73.333,34.4,1281,3353.7,4.27,24602,3.8,69.263
1967,2,59236,0.254,71.879,34.5,1274,3360.2,4.43,24719,3.8,67.73899999999999
1967,3,62214,0.159,73.333,34.5,1294,3353.7,4.33,24556,4.0,67.73899999999999
1967,4,62214,0.254,72.247,34.5,1337,3385.5,4.8,24719,3.8,68.107
1967,5,58406,0.234,73.333,34.4,1312,3384.5,4.65,24191,3.8,69.263
1967,6,57436,0.278,72.612,34.5,1344,3455.3,4.33,24719,3.8,68.506
1967,7,60813,0.327,72.974,34.6,1344,3360.2,4.66,24719,4.0,69.64
1967,8,62214,0.327,72.974,34.8,1301,3429.7,3.71,24321,3.8,69.977
1967,9,59236,0.234,73.333,35.1,1344,3353.7,5.33,24602,3.8,70.426
1967,10,62214,0.278,72.247,35.0,1290,3429.3,4.76,24602,4.0,70.426
1967,11,60813,0.327,73.333,35.0,1333,3385.5,4.76,24556,3.8,69.64
1967,12,57436,0.254,72.247,35.2,1367,3385.5,5.06,24836,3.8,68.858
1968,1,59236,0.327,72.247,35.5,1374,3538.4,6.0,25652,3.7,68.506
1968,2,59236,0.278,71.879,35.9,1294,3505.4,6.0,25652,3.8,68.107
1968,3,64778,0.327,72.612,36.2,1369,3538.4,5.06,25813,3.4,67.73899999999999
1968,4,57436,0.254,72.612,36.4,1386,3480.2,5.29,25781,3.8,68.107
1968,5,58406,0.254,72.974,36.4,1265,3573.9,5.76,25288,3.6,68.107
1968,6,62214,0.254,72.612,36.5,1344,3505.4,6.27,25813,3.6,68.506
1968,7,60813,0.234,73.333,36.6,1370,3581.3,6.07,25652,3.7,69.977
1968,8,59236,0.234,72.974,36.8,1307,3581.3,6.12,25973,3.5,69.263
1968,9,64778,0.254,73.602,37.0,1389,3565.2,6.79,25781,3.5,68.858
1968,10,64778,0.254,72.247,37.2,1294,3611.8,6.4,25813,3.4,68.858
1968,11,62214,0.254,72.247,37.5,1432,3613.0,6.03,25813,3.7,70.426
1968,12,60813,0.254,72.247,38.1,1379,3605.1,5.33,25781,3.4,70.426
1969,1,63401,0.606,73.602,38.7,1370,3654.1,7.6,26181,3.6,68.107
1969,2,63401,0.327,73.633,39.5,1471,3790.5,8.61,26162,4.4,67.73899999999999
1969,3,62214,0.278,73.633,40.1,1448,3830.3,8.98,26281,5.0,67.33
1969,4,63401,0.327,73.333,39.6,1448,3790.5,8.98,26079,4.7,68.107
1969,5,60813,0.42,73.333,39.2,1410,3736.6,8.9,26281,3.9,68.107
1969,6,59236,0.254,73.602,38.5,1445,3654.1,6.99,26162,3.4,68.506
1969,7,58406,0.42,73.613,37.6,1377,3618.3,6.58,25973,3.4,69.64
1969,8,59236,0.278,73.602,38.2,1545,3679.9,7.36,25973,3.5,68.858
1969,9,63401,0.42,73.623,38.2,1442,3705.6,7.09,26281,3.5,69.977
1969,10,63401,0.42,73.623,38.3,1442,3736.6,8.97,26079,3.4,68.858
1969,11,62214,0.606,73.613,38.5,1432,3745.4,8.98,25710,3.5,69.263
1969,12,63401,0.42,73.633,38.5,1420,3679.9,7.51,26076,3.5,69.263
1970,1,63401,0.606,73.613,38.7,1406,3778.6,8.67,25973,4.3,68.107
1970,2,60813,0.254,73.333,38.7,1446,3751.9,7.76,26281,4.0,68.107
1970,3,62214,0.327,73.333,38.8,1438,3830.3,7.95,26076,4.8,69.263
1970,4,62214,0.254,73.602,39.0,1404,3838.2,8.97,25973,4.7,67.73899999999999
1970,5,60813,0.606,73.333,39.1,1437,3830.3,8.2,26079,4.7,68.107
1970,6,64778,0.42,73.623,39.1,1438,3778.6,8.98,26162,4.6,67.33
1970,7,60813,0.606,73.633,39.2,1438,3830.3,6.62,25929,4.8,69.977
1970,8,63401,0.42,73.623,39.3,1388,3905.1,8.14,26079,4.9,70.426
1970,9,63401,0.42,73.613,39.2,1442,3846.0,6.56,26076,5.2,69.263
1970,10,62214,0.944,73.643,39.2,1493,3905.1,6.2,26079,5.4,69.263
1970,11,64778,0.606,73.623,39.1,1410,3892.6,7.36,25973,4.8,69.263
1970,12,60813,0.42,73.613,39.0,1438,3846.0,6.62,26079,4.8,68.858
1971,1,64778,0.42,73.613,39.4,1637,3978.2,3.71,26394,5.8,66.071
1971,2,64778,0.327,73.333,39.9,1480,3959.8,4.09,26529,5.9,67.33
1971,3,62214,0.606,73.613,40.7,1512,3978.2,4.1,26181,5.8,68.506
1971,4,60813,0.327,72.974,41.0,1763,3986.5,4.05,26162,5.9,66.938
1971,5,60813,0.278,73.602,41.1,1646,3978.2,4.42,26510,5.8,67.73899999999999
1971,6,63401,0.327,73.613,41.3,1803,4043.3,4.76,26510,5.9,66.071
1971,7,68251,0.944,73.633,42.0,1862,4087.3,5.49,26328,5.9,66.507
1971,8,63401,0.606,73.613,42.7,1881,4067.3,5.33,26181,5.7,66.071
1971,9,66676,0.944,73.613,42.7,1885,4110.9,5.54,26510,5.8,68.506
1971,10,64778,0.42,73.633,42.4,1796,4087.3,5.22,26181,6.1,67.73899999999999
1971,11,63401,0.944,73.643,42.4,1832,4087.3,4.73,26529,5.9,68.506
1971,12,68251,0.944,73.613,42.5,2007,4067.3,5.22,26529,5.8,67.73899999999999
1972,1,63401,0.944,73.633,42.8,2050,4174.2,5.49,27666,5.5,66.938
1972,2,66676,1.419,73.623,43.1,1962,4090.1,3.83,27478,5.8,66.938
1972,3,68251,1.419,73.653,43.4,1981,4115.2,5.0,28055,5.6,65.563
1972,4,64778,0.944,73.643,43.6,2103,4174.2,4.68,27666,5.5,65.132
1972,5,64778,2.081,73.623,43.8,2121,4090.1,3.71,27478,5.6,66.071
1972,6,64778,2.081,73.633,44.0,1942,4204.5,4.65,27821,5.6,65.563
1972,7,63401,1.419,73.663,44.2,2048,4204.5,5.55,27821,5.6,67.33
1972,8,64778,2.081,73.633,44.4,2053,4174.2,6.43,28214,5.2,68.506
1972,9,66676,1.419,73.653,44.4,1877,4204.5,5.39,28088,5.8,68.107
1972,10,69859,2.081,73.643,44.5,2011,4366.9,6.24,27821,5.6,68.107
1972,11,69859,2.288,73.643,44.6,2061,4411.9,7.12,28055,5.1,67.33
1972,12,64778,1.591,73.643,44.6,1941,4366.9,5.9,28214,5.7,67.73899999999999
1973,1,72867,1.419,73.643,44.9,2258,4417.4,7.92,28606,5.0,67.73899999999999
1973,2,71120,2.288,73.633,45.9,2053,4421.7,5.66,28088,5.3,65.132
1973,3,66676,1.419,73.643,47.3,2196,4435.1,9.24,28711,4.9,67.33
1973,4,68251,2.288,73.633,48.3,2162,4461.0,8.5,28711,5.0,66.938
1973,5,71120,1.419,73.663,48.9,1985,4505.1,9.95,28214,5.4,65.563
1973,6,69859,2.081,73.633,48.6,2162,4466.7,10.4,28711,4.9,67.73899999999999
1973,7,71120,2.288,73.673,48.1,2061,4466.7,8.18,28606,5.0,66.071
1973,8,69859,2.639,73.663,48.2,2258,4484.4,9.81,28913,4.9,67.73899999999999
1973,9,71120,2.288,73.673,48.6,2061,4438.2,9.76,28606,5.1,68.107
1973,10,69859,1.419,73.663,48.7,2048,4488.3,9.65,28613,5.2,68.506
1973,11,74142,1.419,73.633,49.4,1869,4507.3,10.01,28711,5.2,66.071
1973,12,72867,1.591,73.653,49.8,2061,4546.9,10.03,28711,5.1,67.33
1974,1,68251,2.081,73.653,50.6,1893,4504.1,9.43,28711,5.2,66.938
1974,2,69859,1.591,73.663,51.0,1952,4444.7,9.03,28270,5.3,64.42399999999999
1974,3,68251,2.081,73.633,52.7,1936,4428.0,12.01,28520,5.1,66.938
1974,4,72867,1.591,73.663,54.4,1892,4504.1,9.43,28711,5.2,66.938
1974,5,69859,1.419,73.633,55.8,1832,4428.0,10.78,28214,5.1,67.73899999999999
1974,6,71120,2.081,73.633,56.6,1759,4420.1,9.34,28606,5.4,67.73899999999999
1974,7,71120,2.639,73.663,57.7,1844,4461.0,10.03,28520,5.4,67.73899999999999
1974,8,71120,2.639,73.653,58.5,1759,4421.7,9.12,28214,6.0,67.73899999999999
1974,9,71120,2.081,73.643,58.8,1642,4419.7,7.36,28214,6.5,66.938
1974,10,68251,2.081,73.633,58.1,1777,4438.7,7.99,28214,6.0,68.107
1974,11,69859,2.288,73.673,57.9,1715,4424.1,8.49,28088,5.7,67.73899999999999
1974,12,69859,2.081,73.633,58.0,1654,4420.1,7.09,28088,6.9,66.938
1975,1,74142,2.288,73.682,58.8,1256,4470.2,5.54,28520,8.4,66.071
1975,2,68251,1.419,73.663,59.6,1334,4435.1,5.49,28270,8.0,66.507
1975,3,72867,3.059,73.653,59.6,1278,4546.9,5.91,28214,8.7,66.507
1975,4,68251,3.67,73.653,60.1,1302,4484.4,4.87,28270,8.4,66.071
1975,5,68251,3.059,73.663,60.8,1302,4564.1,5.49,28520,8.3,66.507
1975,6,74142,2.081,73.663,60.6,1258,4590.9,5.29,28606,8.5,67.73899999999999
1975,7,74142,2.288,73.663,60.5,1561,4466.7,6.14,28214,7.5,68.506
1975,8,71120,2.639,73.682,60.6,1288,4604.9,6.51,28520,8.1,67.33
1975,9,69859,2.639,73.643,60.7,1281,4590.9,6.1,28520,8.4,67.33
1975,10,71120,2.639,73.673,61.1,1262,4595.3,7.13,28606,8.4,68.107
1975,11,72867,3.059,73.623,61.0,1377,4564.1,6.03,28270,7.9,69.263
1975,12,71120,3.059,73.663,61.6,1247,4595.3,5.45,28711,8.6,67.33
1976,1,71120,3.059,73.643,62.5,1327,4767.9,4.87,29250,7.7,66.071
1976,2,72867,2.081,73.663,63.1,1300,4716.2,5.45,29250,8.2,66.507
1976,3,76030,3.059,73.643,64.0,1304,4782.4,4.84,29250,7.8,67.73899999999999
1976,4,74142,2.639,73.692,64.3,1390,4782.4,5.22,29469,7.6,66.507
1976,5,71120,3.059,73.643,64.5,1348,4673.8,4.87,28935,7.6,66.071
1976,6,71120,2.081,73.643,64.5,1423,4673.8,4.65,28935,7.6,66.507
1976,7,72867,2.288,73.692,65.2,1574,4678.3,5.25,29099,7.4,68.506
1976,8,76030,3.67,73.653,65.9,1390,4678.3,5.39,28935,7.7,68.107
1976,9,69859,3.67,73.643,66.7,1390,4707.4,4.65,28935,7.6,69.263
1976,10,72867,2.081,73.692,66.9,1370,4714.6,5.42,29250,7.7,67.33
1976,11,74142,1.419,73.663,66.9,1654,4716.2,6.0,29250,7.2,66.938
1976,12,72867,2.288,73.692,68.0,1441,4716.2,5.74,29469,7.7,67.33
1977,1,69859,2.288,73.663,68.2,1580,4782.4,5.53,30254,7.4,65.563
1977,2,71120,2.081,73.643,68.5,1402,4716.2,5.53,29335,7.6,65.563
1977,3,71120,3.67,73.673,69.2,1434,4810.5,5.49,29749,7.6,66.507
1977,4,72867,2.081,73.673,69.8,1624,4810.5,5.98,29335,7.0,66.071
1977,5,76030,2.639,73.682,70.0,1555,4716.2,5.35,30626,7.4,66.938
1977,6,76030,3.059,73.673,70.2,1609,4923.4,5.39,30713,7.5,66.938
1977,7,76030,3.67,73.663,71.4,1646,4923.4,7.13,30653,6.7,66.071
1977,8,72867,2.081,73.682,72.3,1728,4887.8,6.47,30254,6.8,66.938
1977,9,71120,3.67,73.673,73.5,1531,4861.2,5.73,31337,7.5,68.107
1977,10,76030,2.639,73.682,73.1,1590,4962.7,6.47,30626,6.9,67.33
1977,11,74142,3.059,73.653,72.9,1630,4841.6,6.51,30254,6.9,67.33
1977,12,71120,2.081,73.692,73.5,1770,4991.5,6.61,30713,6.6,67.33
1978,1,74142,4.586,73.682,74.9,1685,5047.5,7.61,32377,7.1,64.736
1978,2,77330,2.639,73.673,76.3,1843,5033.0,5.85,31686,6.3,65.132
1978,3,74142,2.288,73.673,77.1,1777,5050.5,6.58,31529,6.5,65.563
1978,4,76030,4.586,73.692,78.0,1803,5072.8,7.48,31982,6.6,65.563
1978,5,74142,4.586,73.682,78.5,1944,4962.0,6.79,31603,6.1,66.071
1978,6,77330,2.639,73.692,79.3,1804,5047.5,8.53,31982,6.1,65.563
1978,7,77330,4.586,73.653,79.6,1976,5072.8,9.45,31529,5.9,67.73899999999999
1978,8,77330,5.469,73.673,80.6,1804,5094.2,9.45,31489,5.9,66.071
1978,9,77330,4.586,73.663,80.9,1897,5095.8,8.3,32340,6.1,66.071
1978,10,76030,3.059,73.682,81.3,1770,5114.1,10.51,31621,6.9,67.73899999999999
1978,11,74142,2.639,73.663,82.2,1770,5118.9,10.4,32377,6.8,67.33
1978,12,76030,3.67,73.682,82.3,1796,5171.2,9.76,31621,6.0,67.73899999999999
1979,1,82368,2.639,73.673,83.8,1946,5156.1,10.29,32340,6.1,65.563
1979,2,80776,3.67,73.692,84.8,1957,5156.6,11.3,32377,6.0,64.42399999999999
1979,3,76030,3.67,73.653,85.7,1866,5163.7,10.01,32244,5.9,66.938
1979,4,77330,2.639,73.692,86.8,1893,5134.3,11.31,31621,6.0,65.563
1979,5,80776,3.059,73.673,86.9,1885,5164.0,10.01,32318,5.7,65.563
1979,6,82368,3.67,73.673,86.9,1804,5159.0,9.99,32386,6.0,66.071
1979,7,80776,5.469,73.738,87.6,1830,5159.3,11.43,32318,6.0,66.071
1979,8,74142,2.639,73.682,88.3,1832,5159.0,12.92,32244,5.9,66.507
1979,9,83918,2.639,73.738,89.1,1896,5184.7,13.18,32244,6.0,68.506
1979,10,83527,3.059,73.673,89.7,1815,5132.2,13.18,32386,6.1,67.73899999999999
1979,11,80776,3.67,73.682,89.1,1944,5159.0,13.18,31621,6.0,67.33
1979,12,83918,6.788,73.738,88.7,1732,5184.7,13.78,32386,6.3,66.938
1980,1,83918,6.788,73.738,90.0,1785,5191.3,14.78,31529,6.7,64.42399999999999
1980,2,83918,5.469,73.673,91.2,1770,5189.8,12.81,32366,6.7,64.736
1980,3,82368,3.67,73.692,92.0,1693,5182.2,17.19,32294,6.9,64.736
1980,4,77330,4.586,73.673,91.1,1534,5191.3,17.61,32340,7.5,65.563
1980,5,82368,6.788,73.673,90.9,1638,5191.3,12.59,32377,7.2,64.42399999999999
1980,6,85290,4.586,73.682,91.7,1610,5189.8,15.85,32095,7.3,66.938
1980,7,82368,3.059,73.682,92.7,1483,5194.8,14.68,32294,7.4,66.071
1980,8,76030,2.639,73.653,93.6,1722,5191.3,15.87,31603,6.9,66.938
1980,9,83918,5.469,73.692,93.5,1428,5250.2,14.68,32095,7.6,67.73899999999999
1980,10,80776,6.788,73.682,93.7,1361,5218.8,18.9,32095,8.0,68.506
1980,11,82368,3.67,73.663,94.4,1545,5257.1,17.61,32244,7.6,68.506
1980,12,80776,3.67,73.682,95.2,1258,5250.2,17.19,31990,8.5,67.73899999999999
1981,1,83527,8.691,74.042,96.0,1429,5250.2,17.82,32318,7.8,66.507
1981,2,83918,10.068,74.042,96.2,1377,5287.2,15.93,32550,7.8,65.132
1981,3,80776,4.586,74.194,97.0,1337,5287.2,15.72,32236,8.0,65.132
1981,4,82368,8.691,74.042,98.6,1534,5250.2,15.93,32095,7.5,66.938
1981,5,85290,6.788,74.042,98.7,1234,5287.2,15.72,32386,8.1,67.73899999999999
1981,6,83918,11.096,74.494,99.0,1246,5382.3,18.52,32533,8.2,67.33
1981,7,82368,9.465,73.89,99.2,1111,5430.3,15.87,31603,9.1,67.73899999999999
1981,8,83918,11.096,74.494,99.1,1129,5376.3,17.82,31686,9.0,68.506
1981,9,77330,6.788,73.89,98.7,1293,5382.3,15.93,32095,8.3,68.506
1981,10,83527,11.096,73.738,98.8,1235,5377.6,12.81,32244,8.5,68.107
1981,11,82368,10.068,73.692,98.6,1248,5382.3,14.68,32294,8.5,68.506
1981,12,85290,9.465,73.89,99.0,1264,5384.7,12.81,32318,8.3,67.73899999999999
1982,1,85290,8.691,74.042,99.5,1017,5384.7,14.94,31529,9.6,66.507
1982,2,83918,8.691,73.89,99.6,1035,5384.7,14.68,31757,9.5,66.938
1982,3,82368,11.096,74.494,99.8,1017,5386.1,14.78,31982,9.4,66.071
1982,4,85290,6.788,74.042,100.1,1002,5384.7,15.87,31603,9.4,65.563
1982,5,83527,11.096,73.89,100.1,1022,5386.1,14.78,31603,9.4,66.507
1982,6,83527,9.465,74.344,100.5,1017,5450.4,10.98,31982,9.8,67.73899999999999
1982,7,83527,6.788,73.89,100.4,1002,5400.9,13.77,31529,9.8,68.107
1982,8,83918,11.096,74.042,100.1,1003,5400.9,11.31,31603,10.4,68.107
1982,9,83527,11.096,74.494,100.1,1076,5474.3,10.31,31757,10.2,68.506
